sample_idx,rtt_ms
1334,0.118367
1335,0.094689
1336,0.095315
1337,0.094645
1338,0.092462
1339,0.095636
1340,0.112519
1341,0.108860
1342,0.095032
1343,0.118010
1344,0.094727
1345,0.091888
1346,0.122815
1347,0.095233
1348,0.094973
1349,0.110045
1350,0.119083
1351,0.094861
1352,0.114039
1353,0.105523
1354,0.095569
1355,0.107013
1356,0.095524
1357,0.095323
1358,0.109881
1359,0.094816
1360,0.095069
1361,0.094824
1362,0.103429
1363,0.096045
1364,0.094861
1365,0.105485
1366,0.094533
1367,0.099592
1368,0.117533
1369,0.095867
1370,0.093780
1371,0.110239
1372,0.109419
1373,0.095382
1374,0.107095
1375,0.110507
1376,0.095248
1377,0.109307
1378,0.094824
1379,0.110075
1380,0.094660
1381,0.095069
1382,0.092909
1383,0.110865
1384,0.094503
1385,0.117250
1386,0.114560
1387,0.102915
1388,0.094675
1389,0.101246
1390,0.095293
1391,0.094764
1392,0.107892
1393,0.096031
1394,0.094749
1395,0.106744
1396,0.092559
1397,0.094831
1398,0.095658
1399,0.107870
1400,0.095695
1401,0.094496
1402,0.109233
1403,0.094593
1404,0.095606
1405,0.106268
1406,0.094742
1407,0.095353
1408,0.107631
1409,0.109643
1410,0.094511
1411,0.107490
1412,0.091933
1413,0.095434
1414,0.106633
1415,0.094801
1416,0.094905
1417,0.105709
1418,0.095420
1419,0.105694
1420,0.095218
1421,0.095136
1422,0.118300
1423,0.109158
1424,0.096358
1425,0.103667
1426,0.093944
1427,0.094779
1428,0.094943
1429,0.094764
1430,0.112697
1431,0.103734
1432,0.094905
1433,0.085235
1434,0.108130
1435,0.095516
1436,0.095107
1437,0.105955
1438,0.094764
1439,0.094555
1440,0.111021
1441,0.094466
1442,0.096135
1443,0.109427
1444,0.095367
1445,0.095390
1446,0.104748
1447,0.095360
1448,0.094689
1449,0.097558
1450,0.095226
1451,0.096053
1452,0.095062
1453,0.107788
1454,0.095002
1455,0.095829
1456,0.093259
1457,0.095405
1458,0.109293
1459,0.095136
1460,0.095502
1461,0.112616
1462,0.094816
1463,0.095122
1464,0.094794
1465,0.092961
1466,0.095226
1467,0.106826
1468,0.095434
1469,0.095345
1470,0.094451
1471,0.095375
1472,0.106364
1473,0.095472
1474,0.096932
1475,0.107773
1476,0.107683
1477,0.094660
1478,0.095084
1479,0.107773
1480,0.095509
1481,0.094734
1482,0.109233
1483,0.095047
1484,0.094779
1485,0.095263
1486,0.096165
1487,0.111625
1488,0.114098
1489,0.095181
1490,0.095591
1491,0.102453
1492,0.110112
1493,0.084318
1494,0.094920
1495,0.112824
1496,0.095196
1497,0.095323
1498,0.107840
1499,0.095442
1500,0.094421
1501,0.105776
1502,0.092559
1503,0.117093
1504,0.110514
1505,0.095524
1506,0.094816
1507,0.108659
1508,0.100218
1509,0.113815
1510,0.095151
1511,0.095204
1512,0.094712
1513,0.107639
1514,0.095300
1515,0.096001
1516,0.109993
1517,0.095524
1518,0.094675
1519,0.095025
1520,0.095010
1521,0.095442
1522,0.107981
1523,0.096269
1524,0.095144
1525,0.107177
1526,0.095554
1527,0.095688
1528,0.107914
1529,0.095747
1530,0.088818
1531,0.112340
1532,0.092909
1533,0.094995
1534,0.108577
1535,0.095926
1536,0.094898
1537,0.135519
1538,0.095487
1539,0.091903
1540,0.098251
1541,0.095844
1542,0.094973
1543,0.098720
1544,0.095315
1545,0.095099
1546,0.106968
1547,0.095472
1548,0.095896
1549,0.108324
1550,0.095569
1551,0.096038
1552,0.108607
1553,0.092715
1554,0.095338
1555,0.113957
1556,0.094637
1557,0.094876
1558,0.094436
1559,0.098720
1560,0.095479
1561,0.095457
1562,0.095323
1563,0.094488
1564,0.095248
1565,0.106491
1566,0.094913
1567,0.104807
1568,0.099480
1569,0.093557
1570,0.095151
1571,0.108205
1572,0.096232
1573,0.094987
1574,0.113554
1575,0.095308
1576,0.114977
1577,0.095263
1578,0.096075
1579,0.114180
1580,0.095293
1581,0.095434
1582,0.111140
1583,0.096858
1584,0.095613
1585,0.117332
1586,0.094369
1587,0.095196
1588,0.107303
1589,0.116028
1590,0.096157
1591,0.094667
1592,0.092909
1593,0.095248
1594,0.111677
1595,0.095114
1596,0.095233
1597,0.104465
1598,0.107214
1599,0.090979
1600,0.101738
1601,0.095427
1602,0.094824
1603,0.112973
1604,0.094660
1605,0.095390
1606,0.114441
1607,0.094905
1608,0.095025
1609,0.106923
1610,0.094652
1611,0.094704
1612,0.094727
1613,0.093274
1614,0.095084
1615,0.108905
1616,0.095047
1617,0.095770
1618,0.110626
1619,0.095747
1620,0.121742
1621,0.095002
1622,0.091292
1623,0.094742
1624,0.107743
1625,0.095189
1626,0.107512
1627,0.087388
1628,0.096388
1629,0.108294
1630,0.109695
1631,0.096060
1632,0.095300
1633,0.107877
1634,0.096247
1635,0.095010
1636,0.112139
1637,0.110544
1638,0.095531
1639,0.094987
1640,0.095874
1641,0.094734
1642,0.094593
1643,0.094570
1644,0.094861
1645,0.107169
1646,0.095099
1647,0.095531
1648,0.114322
1649,0.094987
1650,0.095844
1651,0.095122
1652,0.107355
1653,0.095554
1654,0.094950
1655,0.095196
1656,0.094682
1657,0.085473
1658,0.107996
1659,0.092648
1660,0.094667
1661,0.107475
1662,0.095412
1663,0.094920
1664,0.124633
1665,0.095204
1666,0.091717
1667,0.107139
1668,0.094853
1669,0.095055
1670,0.107117
1671,0.108533
1672,0.094779
1673,0.107452
1674,0.094652
1675,0.095136
1676,0.109792
1677,0.096120
1678,0.094950
1679,0.107422
1680,0.094898
1681,0.098571
1682,0.098467
1683,0.096478
1684,0.095055
1685,0.108980
1686,0.094987
1687,0.110075
1688,0.107594
1689,0.092298
1690,0.095367
1691,0.107460
1692,0.094950
1693,0.095978
1694,0.119627
1695,0.095442
1696,0.093512
1697,0.110433
1698,0.094533
1699,0.095353
1700,0.108354
1701,0.109598
1702,0.095330
1703,0.107780
1704,0.094943
1705,0.095285
1706,0.107743
1707,0.095688
1708,0.095621
1709,0.108913
1710,0.095144
1711,0.094861
1712,0.097968
1713,0.095002
1714,0.094309
1715,0.096738
1716,0.095107
1717,0.109904
1718,0.094675
1719,0.096120
1720,0.111252
1721,0.108875
1722,0.095315
1723,0.104211
1724,0.095017
1725,0.094920
1726,0.092879
1727,0.094935
1728,0.095345
1729,0.094339
1730,0.106901
1731,0.095189
1732,0.094637
1733,0.092685
1734,0.095479
1735,0.105157
1736,0.095174
1737,0.104189
1738,0.120535
1739,0.108249
1740,0.095323
1741,0.115193
1742,0.095189
1743,0.099242
1744,0.094786
1745,0.095837
1746,0.095554
1747,0.093907
1748,0.104934
1749,0.089556
1750,0.095099
1751,0.094034
1752,0.095263
1753,0.095420
1754,0.106312
1755,0.094339
1756,0.122771
1757,0.094682
1758,0.094779
1759,0.109993
1760,0.111789
1761,0.095025
1762,0.094555
1763,0.114754
1764,0.095353
1765,0.094235
1766,0.115030
1767,0.095196
1768,0.094503
1769,0.115693
1770,0.098839
1771,0.094928
1772,0.123449
1773,0.095248
1774,0.094712
1775,0.112459
1776,0.102140
1777,0.095129
1778,0.095651
1779,0.106439
1780,0.107810
1781,0.095479
1782,0.095449
1783,0.094451
1784,0.130713
1785,0.095539
1786,0.093691
1787,0.106551
1788,0.094369
1789,0.095092
1790,0.113443
1791,0.095382
1792,0.095136
1793,0.096761
1794,0.095516
1795,0.094339
1796,0.117160
1797,0.095323
1798,0.094593
1799,0.109062
1800,0.094660
1801,0.094570
1802,0.113495
1803,0.095524
1804,0.094540
1805,0.112444
1806,0.105821
1807,0.087485
1808,0.107013
1809,0.108413
1810,0.095822
1811,0.094622
1812,0.108890
1813,0.095136
1814,0.094384
1815,0.108458
1816,0.092670
1817,0.095285
1818,0.108808
1819,0.094667
1820,0.095226
1821,0.124335
1822,0.094756
1823,0.092953
1824,0.109054
1825,0.094712
1826,0.095159
1827,0.114493
1828,0.094660
1829,0.094883
1830,0.109509
1831,0.095114
1832,0.095405
1833,0.109002
1834,0.094347
1835,0.095733
1836,0.114478
1837,0.093885
1838,0.095122
1839,0.107177
1840,0.094280
1841,0.095099
1842,0.108324
1843,0.096060
1844,0.088535
1845,0.109166
1846,0.110447
1847,0.095323
1848,0.095718
1849,0.096284
1850,0.095710
1851,0.117242
1852,0.095136
1853,0.096247
1854,0.114121
1855,0.095814
1856,0.095338
1857,0.094809
1858,0.094697
1859,0.094980
1860,0.117600
1861,0.094749
1862,0.095457
1863,0.114650
1864,0.098430
1865,0.094935
