logical_flow,size_bytes,n_pkts,tx_first_s,tx_last_s
588,1097613,732,33744458.721497573,33744458.726314135
589,2294746,1530,33744458.726318941,33744458.736283556
590,26538,18,33744458.736288719,33744458.736395471
591,233665,156,33744458.736399166,33744458.737379625
592,22781,16,33744458.737383850,33744458.737478048
593,120108,81,33744458.737481773,33744458.738034718
594,13634,10,33744458.738038927,33744458.738103449
595,1863062,1243,33744458.738107398,33744458.746068411
596,3685760,2458,33744458.746076658,33744458.761711791
597,34904,24,33744458.761716917,33744458.761876911
598,21894,15,33744458.761881225,33744458.761981212
599,9403456,6269,33744458.761985272,33744458.801866166
600,1047465,699,33744458.801871784,33744458.806290992
601,2987434,1992,33744458.806296237,33744458.819088548
602,1597,2,33744458.819105573,33744458.819118939
603,4972281,3315,33744458.819122478,33744458.840534411
604,287053,192,33744458.840539664,33744458.841809057
605,32643,22,33744458.841813698,33744458.841964558
606,56085,38,33744458.841968276,33744458.842212915
607,1532545,1022,33744458.842216678,33744458.848718181
608,1807655,1206,33744458.848723255,33744458.856461540
609,17387,12,33744458.856466547,33744458.856549293
610,303367,203,33744458.856552973,33744458.857861467
611,12419,9,33744458.857865855,33744458.857930847
612,11181617,7455,33744458.857934207,33744458.906097718
613,58531,40,33744458.906107113,33744458.906364262
614,5695071,3797,33744458.906368680,33744458.930776082
615,1216282,811,33744458.930781670,33744458.936051518
616,221199,148,33744458.936057203,33744458.936998598
617,25714,18,33744458.937003031,33744458.937110387
618,79020,53,33744458.937114045,33744458.937452264
619,8397,6,33744458.937456354,33744458.937492721
620,8330,6,33744458.937496006,33744458.937532432
621,1115350,744,33744458.937535740,33744458.942262813
622,40987,28,33744458.942267515,33744458.942441396
623,1427769,952,33744458.942445107,33744458.948652036
624,23568,16,33744458.948657803,33744458.948754162
625,1134126,757,33744458.948757872,33744458.953659870
626,1136635,758,33744458.953664862,33744458.958710320
627,30854,21,33744458.958715297,33744458.958878703
628,5119,4,33744458.958882481,33744458.958919264
629,49241,33,33744458.958922863,33744458.959144741
630,69821,47,33744458.959148906,33744458.959459387
631,4639,4,33744458.959463090,33744458.959486596
632,16646,12,33744458.959489949,33744458.959573202
633,2338,2,33744458.959576741,33744458.959589496
634,193595,130,33744458.959604725,33744458.960452318
635,4515477,3011,33744458.960456945,33744458.979586586
636,21388,15,33744458.979592025,33744458.979690745
637,1703,2,33744458.979694508,33744458.979707621
638,1027569,686,33744458.979710825,33744458.984013945
639,2292794,1529,33744458.984018877,33744458.993676469
640,9434530,6290,33744458.993681416,33744459.034258477
641,247256,165,33744459.034264624,33744459.035280712
642,37263,25,33744459.035285130,33744459.035433523
643,2829595,1887,33744459.035437249,33744459.047530517
644,6125,5,33744459.047536001,33744459.047578558
645,888248,593,33744459.047582150,33744459.051347420
646,4313,3,33744459.051356345,33744459.051376089
647,49924,34,33744459.051379852,33744459.051601298
648,70496,47,33744459.051605031,33744459.051932409
649,44661,30,33744459.051936582,33744459.052120805
650,12941,9,33744459.052125245,33744459.052178755
651,22744,16,33744459.052182093,33744459.052277848
652,2405552,1604,33744459.052281290,33744459.062459834
653,62693,42,33744459.062464930,33744459.062712200
654,153797,103,33744459.062715955,33744459.063345857
655,20989,14,33744459.063350141,33744459.063434154
656,1109070,740,33744459.063437790,33744459.068133272
657,34989,24,33744459.068138242,33744459.068286039
658,183972,123,33744459.068289973,33744459.069090307
659,5492479,3662,33744459.069094531,33744459.092607521
660,24431706,16288,33744459.092612810,33744459.197323099
661,2032,2,33744459.197329454,33744459.197343349
662,1964860,1310,33744459.197346963,33744459.205957718
663,3389963,2260,33744459.205966070,33744459.220415361
664,33154,23,33744459.220420942,33744459.220566019
665,45875,31,33744459.220569760,33744459.220762409
666,154445,103,33744459.220766209,33744459.221445732
667,6025471,4017,33744459.221450068,33744459.246900573
668,49981,34,33744459.246905953,33744459.247128792
669,4163916,2776,33744459.247132547,33744459.265086614
670,1500668,1001,33744459.265091777,33744459.271327578
671,10320,7,33744459.271332301,33744459.271373674
672,5725316,3817,33744459.271377139,33744459.295282558
673,1262,1,33744459.295287848,33744459.295306951
674,9286,7,33744459.295310564,33744459.295351900
675,567598,379,33744459.295367032,33744459.297759824
676,2403,2,33744459.297764614,33744459.297777727
677,45026,31,33744459.297781125,33744459.297962561
678,7354,5,33744459.297966070,33744459.298008047
679,62764,42,33744459.298011482,33744459.298279800
680,2884880,1924,33744459.298285119,33744459.310478576
681,5310498,3541,33744459.310498536,33744459.332743861
682,1723,2,33744459.332749411,33744459.332763322
683,2544,2,33744459.332766891,33744459.332780853
684,2901945,1935,33744459.332784422,33744459.345353298
685,1929,2,33744459.345358595,33744459.345372811
686,26953,18,33744459.345376454,33744459.345485553
687,6066,5,33744459.345489509,33744459.345520951
688,4044,3,33744459.345524780,33744459.345544294
689,1528,2,33744459.345547982,33744459.345560834
690,365792,244,33744459.345564254,33744459.347108312
691,1362392,909,33744459.347112887,33744459.352863424
692,808231,539,33744459.352868214,33744459.356287383
693,3037954,2026,33744459.356292285,33744459.369158536
694,551434,368,33744459.369163729,33744459.371446915
695,47437,32,33744459.371451363,33744459.371639818
696,329724,220,33744459.371760055,33744459.373162180
697,9959957,6640,33744459.373167582,33744459.415913202
698,390683,261,33744459.415919706,33744459.417624138
699,23818,16,33744459.417629063,33744459.417752422
700,2518,2,33744459.417756453,33744459.417769723
701,7082700,4722,33744459.417773053,33744459.447761975
702,176603,118,33744459.447767600,33744459.448513605
703,38653,26,33744459.448518276,33744459.448680401
704,217993,146,33744459.448684059,33744459.449658126
705,118877,80,33744459.449662410,33744459.450172365
706,77767,52,33744459.450176314,33744459.450522587
707,2543,2,33744459.450526401,33744459.450539187
708,39373,27,33744459.450542405,33744459.450741686
709,52339,35,33744459.450745560,33744459.450961627
710,19825,14,33744459.450965278,33744459.451069050
711,4166781,2778,33744459.451072626,33744459.468507677
712,54555,37,33744459.468512669,33744459.468750075
713,545867,364,33744459.468757503,33744459.471024483
714,1098446,733,33744459.471029177,33744459.475655846
715,1349879,900,33744459.475660510,33744459.481357329
716,1157612,772,33744459.481362291,33744459.486222908
717,1436029,958,33744459.486227758,33744459.492563576
718,24652,17,33744459.492568269,33744459.492678940
719,12642831,8429,33744459.492682695,33744459.546442807
720,10140,7,33744459.546449125,33744459.546491511
721,6013977,4010,33744459.546495289,33744459.572199270
722,3297470,2199,33744459.572205864,33744459.586475946
723,3225615,2151,33744459.586481392,33744459.600380279
724,2249,2,33744459.600385614,33744459.600398637
725,4056,3,33744459.600402035,33744459.600419655
726,2254157,1503,33744459.600422829,33744459.610173769
727,64205,43,33744459.610178836,33744459.610446326
728,42951,29,33744459.610462241,33744459.610632867
729,17123406,11416,33744459.610636681,33744459.683030419
730,1851,2,33744459.683036812,33744459.683050670
731,81548,55,33744459.683054745,33744459.683439314
732,58483,39,33744459.683443598,33744459.683672786
733,7156,5,33744459.683676645,33744459.683707215
734,48786,33,33744459.683710568,33744459.683903433
735,1054437,703,33744459.683907114,33744459.688320257
736,4252034,2835,33744459.688325167,33744459.706166901
737,1459,1,33744459.706172213,33744459.706179895
738,78427,53,33744459.706183411,33744459.706523746
739,4004,3,33744459.706527695,33744459.706546530
740,2007223,1339,33744459.706549786,33744459.714898013
741,3731,3,33744459.714902960,33744459.714922078
742,1690,2,33744459.714925468,33744459.714938492
743,46131,31,33744459.714941956,33744459.715143062
744,1253586,836,33744459.715147078,33744459.720377363
745,32093,22,33744459.720383562,33744459.720512711
746,7356,5,33744459.720520027,33744459.720551305
747,1926152,1285,33744459.720554821,33744459.728778921
748,2130909,1421,33744459.728783593,33744459.737848960
749,3336710,2225,33744459.737854026,33744459.752372168
750,30579,21,33744459.752377443,33744459.752513342
751,54696,37,33744459.752516992,33744459.752756581
752,24041,17,33744459.752760269,33744459.752870671
753,114180,77,33744459.752874397,33744459.753398925
754,34987,24,33744459.753403053,33744459.753554612
755,36550,25,33744459.753558077,33744459.753726065
756,1785358,1191,33744459.753729649,33744459.761381947
757,8731072,5821,33744459.761386886,33744459.797990993
758,162506,109,33744459.797996923,33744459.798713259
759,4987,4,33744459.798717618,33744459.798742637
760,466136,311,33744459.798746303,33744459.800706401
761,59607,40,33744459.800711311,33744459.800973170
762,19353465,12903,33744459.800977297,33744459.884218603
763,1143784,763,33744459.884228878,33744459.889019266
764,2750792,1834,33744459.889024861,33744459.900706917
765,1008955,673,33744459.900712036,33744459.905080333
766,86105,58,33744459.905085377,33744459.905470446
767,4856340,3238,33744459.905477121,33744459.926174670
768,2672064,1782,33744459.926180057,33744459.937473431
769,28963,20,33744459.937479399,33744459.937597066
770,11023,8,33744459.937600724,33744459.937648922
771,42973,29,33744459.937652238,33744459.937821761
772,77460,52,33744459.937826037,33744459.938129857
773,4458,3,33744459.938133642,33744459.938152283
774,37826,26,33744459.938155510,33744459.938315354
775,144003,97,33744459.938319311,33744459.938930549
776,1952,2,33744459.938934408,33744459.938952141
777,2293595,1530,33744459.938956037,33744459.948698148
778,455326,304,33744459.948703729,33744459.950687900
779,32166,22,33744459.950692855,33744459.950826935
780,29796,20,33744459.950831011,33744459.950956278
781,39250,27,33744459.950960502,33744459.951118574
782,34136,23,33744459.951122075,33744459.951289736
783,1399719,934,33744459.951293297,33744459.957124338
784,72051,49,33744459.957128815,33744459.957463078
785,78888,53,33744459.957467109,33744459.957796156
786,9810,7,33744459.957799964,33744459.957842290
787,5767313,3845,33744459.957845680,33744459.981845379
788,34186,23,33744459.981850989,33744459.982010454
789,34536,24,33744459.982014358,33744459.982155509
790,2877,2,33744459.982158914,33744459.982171416
791,14115042,9411,33744459.982174672,33744460.041964218
792,66697,45,33744460.041970223,33744460.042233959
793,5680412,3787,33744460.042237818,33744460.066366464
794,6572581,4382,33744460.066372000,33744460.094314322
795,9975487,6651,33744460.094319865,33744460.136691265
796,2307943,1539,33744460.136700727,33744460.146514267
797,6432603,4289,33744460.146519512,33744460.174004167
798,6234816,4157,33744460.174009472,33744460.200097255
799,2025221,1351,33744460.200102717,33744460.208524093
800,7892,6,33744460.208529450,33744460.208578221
801,78201,53,33744460.208581857,33744460.208900370
802,145325,97,33744460.208904013,33744460.209515914
803,22793007,15196,33744460.209520131,33744460.305905387
804,1789411,1193,33744460.305912443,33744460.313343808
805,1020419,681,33744460.313349195,33744460.317655809
806,1381744,922,33744460.317660578,33744460.323396355
807,41089,28,33744460.323401213,33744460.323565453
808,7602150,5069,33744460.323580965,33744460.355677336
809,402798,269,33744460.355682813,33744460.357328825
810,50467,34,33744460.357333817,33744460.357553683
811,63147,43,33744460.357557461,33744460.357816517
812,14293637,9530,33744460.357820146,33744460.419366844
813,82260,55,33744460.419376805,33744460.419749141
814,12798,9,33744460.419753782,33744460.419807673
815,9750,7,33744460.419811092,33744460.419863962
816,814379,543,33744460.419867218,33744460.423329704
817,122861,82,33744460.423334390,33744460.423812211
818,5348596,3566,33744460.423816033,33744460.446269356
819,16155,11,33744460.446274497,33744460.446352378
820,52049,35,33744460.446356013,33744460.446581528
821,1213860,810,33744460.446585245,33744460.451722004
822,2157,2,33744460.451726638,33744460.451752000
823,4586,4,33744460.451755486,33744460.451779731
824,98262,66,33744460.451783106,33744460.452197343
825,26107,18,33744460.452201687,33744460.452307105
826,5163,4,33744460.452310525,33744460.452334955
827,25684,18,33744460.452338159,33744460.452458337
828,335495,224,33744460.452463537,33744460.453933313
829,78959,53,33744460.453937680,33744460.454293676
830,3336,3,33744460.454297721,33744460.454317138
831,3057,3,33744460.454320349,33744460.454338752
832,3180497,2121,33744460.454341978,33744460.467893869
833,401104,268,33744460.467898838,33744460.469552651
834,13825,10,33744460.469557151,33744460.469615258
835,3524459,2350,33744460.469618492,33744460.484465823
836,1398,1,33744460.484470934,33744460.484478682
837,42482,29,33744460.484482035,33744460.484652042
838,3094338,2063,33744460.484655708,33744460.497584045
839,1073843,716,33744460.497588955,33744460.502092354
840,28087,19,33744460.502097055,33744460.502244636
841,4616103,3078,33744460.502248682,33744460.522193819
842,195031,131,33744460.522199325,33744460.523063317
843,3644635,2430,33744460.523067437,33744460.538604066
844,4680496,3121,33744460.538609244,33744460.558380403
845,54817,37,33744460.558385879,33744460.558624215
846,675233,451,33744460.558634780,33744460.561361164
847,96690,65,33744460.561366238,33744460.561771214
848,7786650,5192,33744460.561775520,33744460.594965629
849,1974664,1317,33744460.594971523,33744460.603120044
850,1195973,798,33744460.603125378,33744460.608204938
851,2274418,1517,33744460.608210012,33744460.617950231
852,28045104,18697,33744460.617955141,33744460.737429611
853,25155,17,33744460.737435877,33744460.737548478
854,20110,14,33744460.737552270,33744460.737633757
855,1383025,923,33744460.737637393,33744460.743492350
856,1628253,1086,33744460.743497349,33744460.750611044
857,75581,51,33744460.750616282,33744460.750965700
858,68500,46,33744460.750970043,33744460.751269937
859,50681,34,33744460.751273513,33744460.751503289
860,4266916,2845,33744460.751507118,33744460.769563287
861,1948439,1299,33744460.769568630,33744460.777906723
862,163481,109,33744460.777912155,33744460.778598659
863,1851,2,33744460.778603248,33744460.778632060
864,3195529,2131,33744460.778635912,33744460.792071305
865,61766,42,33744460.792076819,33744460.792330459
866,17353,12,33744460.792334616,33744460.792406179
867,29921,20,33744460.792409666,33744460.792527191
868,869822,580,33744460.792530634,33744460.796150140
869,1088,1,33744460.796155147,33744460.796163067
870,6313,5,33744460.796166524,33744460.796198331
871,30409,21,33744460.796201885,33744460.796329848
872,4446305,2965,33744460.796333522,33744460.814951435
873,1383770,923,33744460.814956807,33744460.820757359
874,10294177,6863,33744460.820762381,33744460.864322133
875,94876,64,33744460.864340045,33744460.864754759
876,138571,93,33744460.864758782,33744460.865353420
877,105831,71,33744460.865357578,33744460.865800276
878,78745,53,33744460.865804128,33744460.866133839
879,93656,63,33744460.866137721,33744460.866543010
880,2370924,1581,33744460.866547532,33744460.876522742
881,8481612,5655,33744460.876527697,33744460.912657291
882,51523,35,33744460.912662804,33744460.912876077
883,323950,216,33744460.912880518,33744460.914261110
884,31212,21,33744460.914265357,33744460.914399736
885,30294,21,33744460.914403312,33744460.914548859
886,73435,49,33744460.914552502,33744460.914869189
887,167095,112,33744460.914872818,33744460.915616520
888,103933,70,33744460.915620662,33744460.916092753
889,12724592,8484,33744460.916097373,33744460.970482700
890,11970,8,33744460.970488906,33744460.970535301
891,360830,241,33744460.970538914,33744460.972111866
892,24555127,16371,33744460.972116515,33744461.076593839
893,1284629,857,33744461.076600954,33744461.082112238
894,128004,86,33744461.082117341,33744461.082687408
895,42538,29,33744461.082691550,33744461.082860895
896,50388,34,33744461.082868971,33744461.083123311
897,7178520,4786,33744461.083127625,33744461.113633938
898,4790578,3194,33744461.113639385,33744461.134213567
899,613827,410,33744461.134219065,33744461.136880584
900,4942963,3296,33744461.136885293,33744461.157488577
901,6414820,4277,33744461.157493792,33744461.184425332
902,3058085,2039,33744461.184430666,33744461.197688535
903,45938,31,33744461.197693683,33744461.197898164
904,63100,43,33744461.197902068,33744461.198195711
905,1944063,1297,33744461.198199607,33744461.206714451
906,43476,29,33744461.206719406,33744461.206903800
907,1407990,939,33744461.206908070,33744461.212811813
908,67113,45,33744461.212817140,33744461.213127352
909,36156,25,33744461.213131182,33744461.213285558
910,61253,41,33744461.213289574,33744461.213551633
911,5980,4,33744461.213555537,33744461.213579871
912,39629,27,33744461.213583276,33744461.213752471
913,52823,36,33744461.213759199,33744461.213981681
914,1321,1,33744461.213985533,33744461.213992804
915,13579,10,33744461.213996343,33744461.214055769
916,25532,18,33744461.214059100,33744461.214186653
917,3399176,2267,33744461.214190267,33744461.228555754
918,174492,117,33744461.228560835,33744461.229276255
919,28476,19,33744461.229280569,33744461.229404330
920,27603652,18403,33744461.229408070,33744461.347148113
921,25294,17,33744461.347155496,33744461.347268000
922,75445,51,33744461.347271919,33744461.347579174
923,1315123,877,33744461.347583838,33744461.353053100
924,869627,580,33744461.353058092,33744461.356637172
925,56438,38,33744461.356641941,33744461.356863745
926,1705242,1137,33744461.356867418,33744461.363921873
927,68183,46,33744461.363926463,33744461.364215299
928,1113152,743,33744461.364219584,33744461.368873365
929,69573,47,33744461.368878476,33744461.369587474
930,10562617,7042,33744461.369596206,33744461.413539462
931,1118681,746,33744461.413545370,33744461.418291062
932,4066,3,33744461.418296553,33744461.418315649
933,7296,5,33744461.418319285,33744461.418350235
934,9660778,6441,33744461.418353766,33744461.459425658
935,22516,16,33744461.459431484,33744461.459536247
936,1493,1,33744461.459540389,33744461.459547937
937,24817,17,33744461.459551327,33744461.459658235
938,66718,45,33744461.459662355,33744461.459946975
939,8381411,5588,33744461.459950782,33744461.495278344
940,49778,34,33744461.495283410,33744461.495494515
941,1176952,785,33744461.495498538,33744461.500403032
942,2740136,1827,33744461.500408091,33744461.511858575
943,3930,3,33744461.511863396,33744461.511881903
944,242187,162,33744461.511885621,33744461.512878276
945,25708426,17139,33744461.512883246,33744461.621355809
946,103392,69,33744461.621365897,33744461.621807642
947,84838,57,33744461.621812373,33744461.622164801
948,38082,26,33744461.622168630,33744461.622328594
949,7893015,5263,33744461.622332402,33744461.655388325
950,9960394,6641,33744461.655405499,33744461.697642051
951,4873,4,33744461.697648078,33744461.697673567
952,107869,72,33744461.697677299,33744461.698123142
953,53677,36,33744461.698127329,33744461.698359996
954,633600,423,33744461.698363766,33744461.701080561
955,6179,5,33744461.701086015,33744461.701119713
956,26066,18,33744461.701123789,33744461.701236114
957,27523,19,33744461.701240562,33744461.701390848
958,66700,45,33744461.701394901,33744461.701674737
959,1909014,1273,33744461.701678328,33744461.709665619
960,3398039,2266,33744461.709670685,33744461.723943643
961,1820375,1214,33744461.723948777,33744461.731607504
962,688472,459,33744461.731612675,33744461.734530471
963,3813,3,33744461.734538816,33744461.734559178
964,47441,32,33744461.734562732,33744461.734773181
965,604273,403,33744461.734776922,33744461.737280473
966,29308,20,33744461.737285249,33744461.737414807
967,73834,50,33744461.737418309,33744461.737744838
968,5257861,3506,33744461.737748787,33744461.760146290
969,5948,4,33744461.760151617,33744461.760177515
970,3276625,2185,33744461.760181010,33744461.774134584
971,5076,4,33744461.774139889,33744461.774164468
972,46635,32,33744461.774167851,33744461.774391286
973,5274080,3517,33744461.774395213,33744461.796912022
974,20097,14,33744461.796917275,33744461.797012821
975,77366,52,33744461.797016606,33744461.797373571
976,53093,36,33744461.797377609,33744461.797622390
977,4477209,2985,33744461.797626153,33744461.817207538
978,22434575,14957,33744461.817213133,33744461.912598684
979,28644,20,33744461.912604935,33744461.912741423
980,69850,47,33744461.912745848,33744461.913040236
981,4776320,3185,33744461.913044207,33744461.932886019
982,97095,65,33744461.932892010,33744461.933294214
983,21221,15,33744461.933298193,33744461.933397591
984,1512172,1009,33744461.933401287,33744461.939914435
985,36257,25,33744461.939919323,33744461.940083332
986,68228,46,33744461.940087728,33744461.940380000
987,1140,1,33744461.940383881,33744461.940391302
988,20028695,13353,33744461.940394580,33744462.026149221
989,502824,336,33744462.026156045,33744462.028238036
990,6456190,4305,33744462.028242931,33744462.055346295
991,9870659,6581,33744462.055352695,33744462.096748598
992,26299,18,33744462.096754208,33744462.096884005
993,91830,62,33744462.096887685,33744462.097299300
994,57832,39,33744462.097303219,33744462.097543351
995,1514196,1010,33744462.097546913,33744462.103831924
996,2949168,1967,33744462.103840977,33744462.116323851
997,22455,15,33744462.116329141,33744462.116429232
998,27060,19,33744462.116432726,33744462.116577707
999,1044357,697,33744462.116581418,33744462.120916165
1000,52149,35,33744462.120921180,33744462.121145085
1001,7379,5,33744462.121149592,33744462.121179007
1002,18741,13,33744462.121182486,33744462.121271215
1003,119801,80,33744462.121274710,33744462.121759057
1004,196097,131,33744462.121762931,33744462.122592948
1005,9063657,6043,33744462.122597292,33744462.161416180
1006,82964,56,33744462.161422268,33744462.161772721
1007,231101,155,33744462.161776625,33744462.162738666
1008,9825,7,33744462.162742779,33744462.162797078
1009,52558,36,33744462.162800662,33744462.163011208
1010,27639,19,33744462.163014814,33744462.163135298
1011,928981,620,33744462.163138665,33744462.166988753
1012,26248,18,33744462.166993357,33744462.167111896
1013,21202,15,33744462.167119280,33744462.167209603
1014,42391,29,33744462.167213231,33744462.167392656
1015,64527,44,33744462.167396136,33744462.167673767
1016,36500,25,33744462.167677902,33744462.167846553
1017,219328,147,33744462.167850249,33744462.168747254
1018,15412,11,33744462.168751873,33744462.168817870
1019,4159345,2773,33744462.168821365,33744462.186468959
1020,910457,607,33744462.186474338,33744462.190507174
1021,85146,57,33744462.190511853,33744462.190896705
1022,2442,2,33744462.190900989,33744462.190913536
1023,34262,23,33744462.190916851,33744462.191074938
1024,852812,569,33744462.191081844,33744462.194668882
1025,413062,276,33744462.194673635,33744462.196493514
1026,2231518,1488,33744462.196497880,33744462.206276290
1027,4625717,3084,33744462.206281431,33744462.225933991
1028,32449,22,33744462.225954913,33744462.226108149
1029,70168,47,33744462.226112276,33744462.226425439
1030,34975,24,33744462.226429798,33744462.226582602
1031,7125,5,33744462.226586230,33744462.226628967
1032,8592,6,33744462.226632386,33744462.226667695
1033,25145,17,33744462.226670891,33744462.226799659
1034,3862,3,33744462.226803020,33744462.226821177
1035,89797,60,33744462.226836070,33744462.227238141
1036,1020463,681,33744462.227242351,33744462.231683888
1037,123339,83,33744462.231689595,33744462.232203953
1038,782571,522,33744462.232208565,33744462.235627644
1039,22245,15,33744462.235632218,33744462.235732175
1040,19835,14,33744462.235735886,33744462.235819578
1041,130827,88,33744462.235823013,33744462.236382633
1042,4329483,2887,33744462.236389920,33744462.254580788
1043,54191,37,33744462.254586115,33744462.254803106
1044,1067,1,33744462.254806884,33744462.254813857
1045,1360,1,33744462.254817091,33744462.254823908
1046,30824,21,33744462.254830390,33744462.254975818
1047,256148,171,33744462.254979558,33744462.256026164
1048,3662,3,33744462.256030738,33744462.256049998
1049,22089,15,33744462.256053239,33744462.256148033
1050,732879,489,33744462.256152265,33744462.259229489
1051,17315399,11544,33744462.259234391,33744462.332299009
1052,37003,25,33744462.332305677,33744462.332454570
1053,203700,136,33744462.332458422,33744462.333333395
1054,76722,52,33744462.333337590,33744462.333678924
1055,1426,1,33744462.333682731,33744462.333690055
1056,34938,24,33744462.333693445,33744462.333841145
1057,8503,6,33744462.333846539,33744462.333883151
1058,24576,17,33744462.333886489,33744462.333986305
1059,1624290,1083,33744462.333989665,33744462.340836562
1060,738944,493,33744462.340841755,33744462.343927756
1061,1877,2,33744462.343932398,33744462.343945473
1062,3279,3,33744462.343948886,33744462.343967870
1063,1188623,793,33744462.343974538,33744462.348900758
1064,4876,4,33744462.348905675,33744462.348931037
1065,32725,22,33744462.348934546,33744462.349073336
1066,26492,18,33744462.349076927,33744462.349193156
1067,2146,2,33744462.349196844,33744462.349209793
1068,1613,2,33744462.349212982,33744462.349225633
1069,8450,6,33744462.349228814,33744462.349265218
1070,49828,34,33744462.349268436,33744462.349465214
1071,6981023,4655,33744462.349468648,33744462.378687657
1072,370921,248,33744462.378693298,33744462.380172595
1073,23718,16,33744462.380177170,33744462.380278885
1074,720640,481,33744462.380282931,33744462.383366883
1075,26958,18,33744462.383371226,33744462.383494414
1076,75842,51,33744462.383498363,33744462.383804962
1077,33538,23,33744462.383808486,33744462.383953907
1078,8096098,5398,33744462.383957505,33744462.417911425
1079,39200,27,33744462.417916946,33744462.418113843
1080,2066368,1378,33744462.418118104,33744462.427098230
1081,388111,259,33744462.427103400,33744462.428835683
1082,2974676,1984,33744462.428840235,33744462.441740692
1083,220845,148,33744462.441746056,33744462.442681342
1084,3811711,2542,33744462.442685880,33744462.458795816
1085,50942,34,33744462.458800912,33744462.459010839
1086,713239,476,33744462.459014781,33744462.461998299
1087,278790,186,33744462.462002851,33744462.463143118
1088,79347,53,33744462.463158622,33744462.463480398
1089,125567,84,33744462.463483863,33744462.464017369
1090,86267,58,33744462.464021862,33744462.464359425
1091,48434,33,33744462.464363024,33744462.464555979
1092,4923593,3283,33744462.464559518,33744462.485096306
1093,338687,226,33744462.485101394,33744462.486503303
1094,102754,69,33744462.486507744,33744462.486930229
1095,2288,2,33744462.486934043,33744462.486946791
1096,74024,50,33744462.486953065,33744462.487273216
1097,14170,10,33744462.487277456,33744462.487337038
1098,21256,15,33744462.487340406,33744462.487429760
1099,56665,38,33744462.487433217,33744462.487675123
1100,98583,66,33744462.487678617,33744462.488097087
1101,24535,17,33744462.488101259,33744462.488209315
1102,26664,18,33744462.488213211,33744462.488319010
1103,80153,54,33744462.488322511,33744462.488656856
1104,65156,44,33744462.488660567,33744462.488936357
1105,50597,34,33744462.488939956,33744462.489148624
1106,4916,4,33744462.489152163,33744462.489175834
1107,43664,30,33744462.489190690,33744462.489373423
1108,480195,321,33744462.489377394,33744462.491395295
1109,96340,65,33744462.491399676,33744462.491798893
1110,97041,65,33744462.491802663,33744462.492210619
1111,2988132,1993,33744462.492214814,33744462.504567690
1112,1174161,783,33744462.504572749,33744462.509506047
1113,780339,521,33744462.509516023,33744462.512896687
1114,1594,2,33744462.512901835,33744462.512915567
1115,31271,21,33744462.512918957,33744462.513047218
1116,753472,503,33744462.513050891,33744462.516284138
1117,10833,8,33744462.516288757,33744462.516337380
1118,5713600,3810,33744462.516340800,33744462.541076362
1119,8834,6,33744462.541081928,33744462.541119166
1120,4129389,2753,33744462.541122764,33744462.558452517
1121,21363,15,33744462.558458313,33744462.558547959
1122,2927738,1952,33744462.558551520,33744462.571011245
1123,3111395,2075,33744462.571016118,33744462.584358543
1124,35958,24,33744462.584363550,33744462.584560029
1125,4503752,3003,33744462.584564097,33744462.603297807
1126,11450,8,33744462.603314519,33744462.603361830
1127,3136580,2092,33744462.603365317,33744462.616420999
1128,45545,31,33744462.616425954,33744462.616622284
1129,57720,39,33744462.616626106,33744462.616859786
1130,6105,5,33744462.616863690,33744462.616894141
1131,203262,136,33744462.616897449,33744462.617734745
1132,26537,18,33744462.617739059,33744462.617844641
1133,586808,392,33744462.617848054,33744462.620404638
1134,1991533,1328,33744462.620409153,33744462.628963910
1135,212217,142,33744462.628968492,33744462.629885823
1136,1133,1,33744462.629889950,33744462.629896976
1137,8395256,5597,33744462.629900306,33744462.665332265
1138,6075855,4051,33744462.665337920,33744462.690920763
1139,399148,267,33744462.690926351,33744462.692663431
1140,45030,31,33744462.692668125,33744462.692870766
1141,121482,81,33744462.692874506,33744462.693409286
1142,4271420,2848,33744462.693416208,33744462.711881839
1143,62006,42,33744462.711887263,33744462.712144665
1144,1731692,1155,33744462.712148964,33744462.719483323
1145,196262,131,33744462.719488882,33744462.720319800
1146,54194,37,33744462.720338814,33744462.720567584
1147,6968648,4646,33744462.720571920,33744462.750442825
1148,51547,35,33744462.750448436,33744462.750673093
1149,219494,147,33744462.750677355,33744462.751602732
1150,2265,2,33744462.751606725,33744462.751619786
1151,64577,44,33744462.751623034,33744462.751889691
1152,1775,2,33744462.751893871,33744462.751907043
1153,1029061,687,33744462.751910239,33744462.756399430
1154,1009,1,33744462.756404385,33744462.756411754
1155,1907,2,33744462.756415129,33744462.756428249
1156,5506,4,33744462.756431527,33744462.756456055
1157,8521,6,33744462.756471053,33744462.756506808
1158,73904,50,33744462.756509960,33744462.756814420
1159,39994,27,33744462.756818205,33744462.757004656
1160,26661,18,33744462.757008761,33744462.757116683
1161,16469120,10980,33744462.757120155,33744462.827090405
1162,5466048,3645,33744462.827107802,33744462.850627139
1163,483616,323,33744462.850635506,33744462.852772757
1164,2038613,1360,33744462.852777556,33744462.861736841
1165,2395838,1598,33744462.861741714,33744462.871882632
1166,24020,17,33744462.871887632,33744462.871990353
1167,2157762,1439,33744462.871994138,33744462.881138735
1168,23503,16,33744462.881143875,33744462.881240569
1169,122189,82,33744462.881244101,33744462.881762877
1170,40287,27,33744462.881766707,33744462.881934553
1171,11275,8,33744462.881938107,33744462.881986640
1172,1703550,1136,33744462.881989941,33744462.889162004
